customer_id,full_name,email,segment,region,country,created_at
CUST_000118,Tonya Brown,jamesbrown@example.com,Budget,South,Sudan,2019-10-05
CUST_000119,Jose Wells,vfowler@example.net,Regular,North,Mali,2022-10-21
CUST_000120,Michael Thomas,brownteresa@example.org,Budget,North,Colombia,2019-12-11
CUST_000121,Mrs. Angela Bowers PhD,nwalters@example.com,Regular,North,Peru,2021-05-07
CUST_000122,Lori Franklin,hdavies@example.org,Regular,West,Greenland,2022-03-26
CUST_000123,Jamie Bush,nixonsarah@example.net,Regular,South,French Polynesia,2022-10-08
CUST_000124,Brenda Clarke,qjordan@example.org,Premium,East,Hong Kong,2018-03-27
CUST_000125,Melissa Stafford,wigginsconnor@example.org,Regular,East,Vanuatu,2022-09-03
CUST_000126,Carlos Gill,kristinacrane@example.org,Regular,South,United States of America,2019-11-07
CUST_000127,Zachary Bowers,aliciadavila@example.com,Regular,East,Madagascar,2021-11-12
CUST_000128,Jasmine Herrera,perezdustin@example.com,Regular,North,Netherlands,2021-11-17
CUST_000129,Kevin Oliver,gutierrezjustin@example.net,Budget,South,Cote d'Ivoire,2019-03-10
CUST_000130,Michael Blair,eparker@example.com,Regular,North,Jordan,2021-11-19
CUST_000131,Daniel Walter,jasmineholmes@example.org,Regular,East,Czech Republic,2021-10-03
CUST_000132,Debra Mays,wendymedina@example.com,Premium,North,Saint Helena,2020-06-08
CUST_000133,Christopher Olson,ferrellrick@example.com,Regular,South,Chad,2021-12-29
CUST_000134,Patricia Atkins,opratt@example.com,Budget,East,Morocco,2022-11-02
CUST_000135,Caroline Spence,xgrant@example.com,Premium,West,Czech Republic,2022-11-05
CUST_000136,Angela Martin,ffowler@example.org,Premium,South,Luxembourg,2022-01-21
CUST_000137,Mr. Kristopher Anderson,uferguson@example.org,Regular,South,Haiti,2020-09-20
CUST_000138,Jane Mejia,vgarcia@example.org,Regular,West,Svalbard & Jan Mayen Islands,2022-03-12
CUST_000139,Lisa Parker,brownmelissa@example.com,Premium,West,Austria,2023-06-18
CUST_000140,Frank Roman,mark75@example.org,Regular,North,Montserrat,2023-06-21
CUST_000141,Patricia Powers,clarkdana@example.net,Premium,South,Cayman Islands,2020-07-07
CUST_000142,James Watkins,robinstrong@example.net,Regular,North,India,2018-06-03
CUST_000143,Kathryn Cantu,kathrynrobinson@example.com,Budget,East,Montenegro,2020-05-02
CUST_000144,Jacob Simpson,williamssteve@example.org,Regular,East,Pitcairn Islands,2019-03-27
CUST_000145,Melanie Davis,james74@example.org,Budget,South,Belgium,2023-10-02
CUST_000146,Valerie Zhang,johnlarson@example.com,Budget,South,Netherlands,2020-05-06
CUST_000147,Thomas Harris,rodney06@example.org,Regular,North,Ghana,2019-08-10
CUST_000148,Marcus Baker,williamstina@example.com,Regular,West,New Zealand,2020-10-19
CUST_000149,Anna Blackburn,russellangela@example.net,Regular,East,Nicaragua,2018-11-21
CUST_000150,Melissa Matthews,james64@example.net,Regular,North,Suriname,2020-07-12
CUST_000151,Lori Snyder,aphillips@example.net,Budget,East,Ethiopia,2018-10-30
CUST_000152,Dakota Harrison,stephanie85@example.org,Premium,West,Czech Republic,2020-03-03
CUST_000153,Craig Nichols,ygreen@example.net,Premium,West,French Polynesia,2019-08-17
CUST_000154,Brian Davidson,esexton@example.net,Budget,South,Falkland Islands (Malvinas),2021-02-02
CUST_000155,Angie Allen,brent01@example.com,Regular,South,Reunion,2022-02-11
CUST_000156,Ricky Montoya,hmcdowell@example.com,Budget,North,Nauru,2020-01-03
CUST_000157,Tasha Gould,bgalvan@example.com,Regular,West,Somalia,2018-07-20
CUST_000158,Charlotte Ritter,frank23@example.org,Regular,East,Western Sahara,2021-01-20
CUST_000159,Andrew Johnson,nmorse@example.net,Budget,East,Nigeria,2022-05-15
CUST_000160,Andrew Hernandez,jacksonrichard@example.org,Premium,East,Syrian Arab Republic,2022-05-19
CUST_000161,Tina Watson,hollandallison@example.net,Budget,East,Timor-Leste,2023-03-30
CUST_000162,Stacy Wells,psanders@example.net,Regular,South,Panama,2022-12-19
CUST_000163,William King,andersontamara@example.org,Regular,East,Angola,2020-01-17
CUST_000164,Barbara Owens,matthewrussell@example.org,Budget,North,Andorra,2020-05-06
CUST_000165,Hector Anderson,christophererickson@example.com,Budget,East,Poland,2018-02-13
CUST_000166,Aaron White,xedwards@example.org,Regular,West,Morocco,2018-11-26
CUST_000167,Devin Mccoy,tammy42@example.com,Regular,East,Angola,2021-06-26
CUST_000168,Frank Parker,fdavis@example.org,Regular,East,United States Virgin Islands,2022-02-11
CUST_000169,Eric West,turnergordon@example.net,Regular,West,Guinea-Bissau,2019-04-07
CUST_000170,Catherine Nguyen,toddbradley@example.org,Budget,North,New Zealand,2020-01-24
CUST_000171,Raymond Black,youngdavid@example.org,Premium,East,Reunion,2022-12-10
CUST_000172,Amy Rose,bryansanchez@example.net,Regular,North,Denmark,2022-05-10
CUST_000173,Michelle Leon,mitchellcarl@example.org,Budget,South,Mexico,2019-07-23
CUST_000174,Robert Burnett,chavezsandra@example.com,Premium,North,South Georgia and the South Sandwich Islands,2019-01-19
CUST_000175,Beverly Lopez,littlemichael@example.com,Premium,West,Dominica,2021-07-29
CUST_000176,Taylor Fuentes,teresamoore@example.org,Regular,North,Saint Barthelemy,2018-09-14
CUST_000177,Jeremy Dodson,baileyjennifer@example.org,Budget,North,Honduras,2019-11-24
CUST_000178,Nicole Parker,walkerlinda@example.com,Regular,South,Ukraine,2021-07-25
CUST_000179,Alan Mclaughlin,xstewart@example.com,Regular,North,Eritrea,2018-03-29
CUST_000180,Ann Johnson,jonathan35@example.com,Regular,North,Tanzania,2018-10-25
CUST_000181,Erica Lee,anthonyweber@example.net,Regular,West,Portugal,2019-08-17
CUST_000182,Jamie Brown II,rwilson@example.net,Regular,North,Kazakhstan,2018-04-13
CUST_000183,James Romero,nicholasgriffin@example.net,Regular,West,French Guiana,2018-12-12
CUST_000184,Julie Keller,larry38@example.net,Regular,South,Finland,2018-11-14
CUST_000185,Ruben Young,dixonsherry@example.com,Budget,North,Portugal,2022-06-11
CUST_000186,Stacy Leon,tylermurray@example.com,Premium,South,Iraq,2022-03-11
CUST_000187,Kyle Livingston,jacobtaylor@example.net,Regular,West,Christmas Island,2023-04-23
CUST_000188,Linda Lewis,harveyjillian@example.com,Budget,East,China,2021-03-07
CUST_000189,Joseph Howard,nreed@example.com,Budget,North,Ukraine,2022-03-04
CUST_000190,Gregory Ward,websterjames@example.net,Regular,South,Djibouti,2022-04-17
CUST_000191,Mark Gonzalez,cartermonique@example.org,Budget,South,Nicaragua,2018-04-25
CUST_000192,George Sullivan,connie80@example.net,Premium,South,Lebanon,2021-01-29
CUST_000193,Scott Hooper,pittmancynthia@example.com,Regular,East,Mozambique,2019-06-09
CUST_000194,Mariah Lang,jessicadorsey@example.com,Regular,West,Barbados,2022-07-21
CUST_000195,Jonathan Barnett,noah20@example.com,Premium,East,Norfolk Island,2018-06-02
CUST_000196,Jose Tucker,psnow@example.org,Premium,West,Luxembourg,2019-05-25
CUST_000197,Kelly Freeman,murphyeugene@example.com,Regular,South,Angola,2023-09-05
CUST_000198,Karen Powell,justin86@example.org,Regular,West,Tanzania,2023-03-06
CUST_000199,Melissa Jones,veronica95@example.net,Regular,North,Botswana,2021-07-26
CUST_000200,Kimberly Johnston,connorortiz@example.com,Regular,East,Colombia,2023-04-26
CUST_000201,Kent Patterson,chelsea18@example.net,Regular,West,North Macedonia,2019-06-08
CUST_000202,Kathy Burnett,kristie66@example.org,Premium,South,Jordan,2021-03-07
CUST_000203,Donna Fernandez,donaldwilson@example.org,Budget,East,Niger,2021-02-15
CUST_000204,Jonathan Winters,henrybenson@example.org,Regular,South,San Marino,2018-05-27
CUST_000205,Gary Moreno,mariabell@example.net,Budget,South,Dominica,2018-03-29
CUST_000206,Dustin Smith,christopherherring@example.net,Regular,East,Heard Island and McDonald Islands,2019-10-07
CUST_000207,Valerie Scott,johnathanyang@example.org,Regular,East,Tajikistan,2018-08-08
CUST_000208,Jonathan Webb,joshuagibson@example.org,Premium,North,Sudan,2019-12-23
CUST_000209,Erica Serrano,rhonda18@example.com,Premium,South,Sudan,2019-12-07
CUST_000210,Clifford Jackson,suzannegarcia@example.org,Regular,East,Liechtenstein,2018-04-28
CUST_000211,Randy Smith,jwalker@example.net,Budget,East,Cayman Islands,2020-08-10
CUST_000212,Chase Thompson,brownwilliam@example.org,Regular,South,France,2023-05-25
CUST_000213,Michael Hurley,diazmonica@example.com,Budget,North,Turks and Caicos Islands,2019-08-25
CUST_000214,Dominic Young MD,ashleyjohnson@example.com,Budget,West,United Kingdom,2019-03-23
CUST_000215,April Petersen,amber38@example.net,Regular,South,Togo,2018-07-14
CUST_000216,Patty Greene,mahoneybrian@example.com,Regular,South,Belarus,2022-11-30
CUST_000217,Debbie Morrow,cainjeremy@example.net,Regular,East,Finland,2019-12-01
CUST_000218,Becky Hardy,evanssteven@example.net,Budget,West,Suriname,2020-04-14
CUST_000219,Mark Obrien,shelley84@example.org,Regular,East,Australia,2022-11-14
CUST_000220,Mr. Jason Nguyen,penningtonmark@example.com,Premium,East,Andorra,2018-05-16
CUST_000221,Jason Benjamin,joshuakrueger@example.org,Regular,East,Gabon,2020-12-08
CUST_000222,Linda Smith,clarkmichele@example.net,Premium,South,Djibouti,2023-07-06
CUST_000223,Carla Medina,josephnavarro@example.net,Premium,South,Czech Republic,2019-09-15
CUST_000224,Jennifer Mclaughlin,williamsmichael@example.net,Regular,East,Gibraltar,2022-01-04
CUST_000225,Joseph Bell,robertwatkins@example.net,Premium,West,Mauritius,2022-06-10
CUST_000226,Margaret Reed,tracey90@example.net,Budget,East,Faroe Islands,2019-05-03
CUST_000227,Maurice Thompson,nicholas67@example.org,Regular,South,Angola,2021-10-04
CUST_000228,Shannon Melton,brendagibson@example.net,Regular,West,Liberia,2019-10-03
CUST_000229,Stacy Flores,amymcintyre@example.net,Regular,North,Panama,2019-05-22
CUST_000230,Jeffery Wilcox,hernandezjamie@example.net,Premium,North,India,2023-08-07
CUST_000231,Natasha Proctor,travis18@example.net,Regular,East,Guinea,2020-12-21
CUST_000232,Jane Arnold,patricklopez@example.org,Premium,North,Turks and Caicos Islands,2020-05-28
CUST_000233,Adam Dawson,nicholasmalone@example.net,Regular,West,China,2018-01-01
CUST_000234,John Kim,franklee@example.com,Regular,South,Jordan,2021-12-09
CUST_000235,David Moyer,bgreen@example.net,Budget,East,Lao People's Democratic Republic,2023-07-03
CUST_000236,Tonya Craig,martinkatelyn@example.org,Regular,North,Serbia,2023-07-29
CUST_000237,Erik Ferrell,debra10@example.net,Premium,South,Lebanon,2018-02-25
CUST_000238,Mark Lewis,melaniewebster@example.com,Regular,West,Korea,2023-10-24
CUST_000239,Jamie Dunn,robin27@example.net,Regular,East,Mexico,2018-06-30
CUST_000240,Kelly Ramirez,eduardo95@example.org,Regular,West,Maldives,2018-12-06
CUST_000241,Paige Mason,michael63@example.net,Regular,West,Saudi Arabia,2019-12-09
CUST_000242,Megan Cummings,jill88@example.net,Regular,North,Somalia,2018-07-08
CUST_000243,Kenneth Reeves,rpowers@example.net,Premium,South,Sierra Leone,2022-06-25
CUST_000244,Michael Newman,shannonramos@example.com,Regular,East,Monaco,2019-11-09
CUST_000245,Molly Bradley,howellpamela@example.net,Regular,East,Ireland,2018-07-07
CUST_000246,Russell Robinson,amanda04@example.com,Regular,South,North Macedonia,2019-09-23
CUST_000247,Elizabeth Martinez,ibrown@example.com,Budget,West,French Guiana,2018-05-30
CUST_000248,Tammy Benson,space@example.com,Regular,West,Liberia,2019-12-11
CUST_000249,Eric Stuart,petersonamber@example.net,Premium,East,Isle of Man,2023-08-10
CUST_000250,Paula Hunter,teresa28@example.net,Regular,South,Bahamas,2021-03-31
CUST_000251,Paul Christian,jacobkelley@example.com,Premium,North,Vanuatu,2019-01-08
CUST_000252,Ann Perez,gferguson@example.net,Budget,East,Mexico,2021-04-07
CUST_000253,Rachel Jimenez,patrick63@example.net,Budget,South,Italy,2020-10-20
CUST_000254,Wayne Simmons,ashleylandry@example.com,Premium,North,Sao Tome and Principe,2023-12-17
CUST_000255,David Anderson,orosario@example.com,Regular,West,Denmark,2021-08-10
CUST_000256,Jeremy Gonzalez,fgonzalez@example.org,Premium,West,Sudan,2022-03-24
CUST_000257,Lauren Travis,whitecameron@example.org,Budget,East,Guinea-Bissau,2020-07-20
CUST_000258,Laura Jones,caldwelldavid@example.com,Regular,North,Luxembourg,2021-02-05
CUST_000259,Michael Clark,marshalljames@example.org,Premium,North,Chad,2019-01-01
CUST_000260,Joshua King,knoxsamuel@example.net,Regular,East,Turkmenistan,2019-12-16
CUST_000261,Lindsey Rush,anthonyjohnson@example.com,Budget,East,Moldova,2019-12-20
CUST_000262,Noah Bailey,don40@example.net,Premium,North,Tuvalu,2022-11-19
CUST_000263,Paul Greer,jefferygoodman@example.net,Budget,West,Iceland,2019-11-17
CUST_000264,Shannon Arellano,erik57@example.com,Budget,West,Malawi,2022-11-11
CUST_000265,Daniel Kirby,staceyrodriguez@example.com,Budget,West,Finland,2019-04-25
CUST_000266,Leslie Johnson,thomas21@example.com,Premium,West,Slovakia (Slovak Republic),2019-06-29
CUST_000267,Nicholas Cherry,calvin88@example.com,Budget,South,Mauritius,2018-03-29
CUST_000268,Christina Clay,christinesanchez@example.com,Regular,West,Liberia,2023-04-20
CUST_000269,Victoria Brown,aturner@example.org,Regular,West,Haiti,2019-06-01
CUST_000270,Lori Allen,harveynicole@example.net,Budget,East,Peru,2022-04-21
CUST_000271,Eugene Garcia,lmoore@example.org,Regular,East,Tanzania,2019-10-20
CUST_000272,Sarah Anthony,wmorales@example.net,Premium,West,Cote d'Ivoire,2022-03-04
CUST_000273,Tonya Smith,joelzimmerman@example.com,Premium,East,Nigeria,2020-10-20
CUST_000274,Christopher Robinson,travisflores@example.net,Regular,North,Christmas Island,2020-01-28
CUST_000275,Dylan Dawson,davidwalters@example.org,Budget,North,Cook Islands,2019-02-12
CUST_000276,Brian Santos,bakerkyle@example.net,Regular,North,Algeria,2019-05-13
CUST_000277,Amanda Mendez,pfields@example.net,Regular,West,Kyrgyz Republic,2018-07-28
CUST_000278,Emily Martinez,jeremy63@example.com,Premium,West,Turks and Caicos Islands,2021-05-26
CUST_000279,Tammy Mora,ostuart@example.org,Premium,West,American Samoa,2022-08-04
CUST_000280,Robin Vazquez,omcgee@example.com,Premium,East,Guinea,2019-03-13
CUST_000281,Daniel Benitez,timothy18@example.net,Regular,West,France,2019-01-03
CUST_000282,Douglas Johnson,stephanieaustin@example.net,Premium,West,Cuba,2023-02-08
CUST_000283,Michelle Hill,ylee@example.com,Regular,East,Palau,2022-09-07
CUST_000284,Joshua Davis,brenda51@example.org,Regular,West,Seychelles,2020-03-01
CUST_000285,Leah Young,ramirezkelly@example.com,Regular,South,Israel,2022-10-09
CUST_000286,Tanya Davis,bgarcia@example.com,Regular,East,British Virgin Islands,2019-07-01
CUST_000287,Paul Newton,thompsonjulie@example.org,Regular,East,Bahamas,2021-01-12
CUST_000288,Kelly Goodman,kmartin@example.com,Regular,North,Italy,2019-01-10
CUST_000289,Mary Conner,shaunmaxwell@example.com,Premium,South,Afghanistan,2021-11-14
CUST_000290,Michelle Williams,charles83@example.net,Regular,North,Hungary,2021-09-26
CUST_000291,Matthew Powell,ubecker@example.net,Regular,West,Niue,2023-10-14
CUST_000292,Brian Brown,kim66@example.com,Budget,East,Anguilla,2018-04-25
CUST_000293,Chase Alvarez,michael12@example.net,Premium,West,Ireland,2018-09-23
CUST_000294,Melissa Hughes,lisa77@example.net,Regular,South,French Guiana,2023-07-21
CUST_000295,Whitney Joseph,nguyenmichael@example.com,Budget,South,Cyprus,2023-11-12
CUST_000296,Dillon Berry,mary95@example.net,Regular,East,Sudan,2022-05-15
CUST_000297,Karen George,kevingreene@example.net,Regular,North,Cayman Islands,2019-01-13
CUST_000298,Amanda Burton,lisasmith@example.net,Regular,West,Madagascar,2019-02-05
CUST_000299,Richard Kerr,jamesholloway@example.net,Budget,West,Niger,2020-04-15
CUST_000300,Hannah Murray,toddhuff@example.net,Regular,North,Ecuador,2022-08-08
CUST_000301,Jessica Alexander,zroberts@example.com,Regular,East,Micronesia,2021-05-28
CUST_000302,Beth Turner,revans@example.com,Premium,South,Micronesia,2022-12-05
CUST_000303,Elizabeth Jordan,miguel71@example.net,Premium,North,Cape Verde,2019-11-13
CUST_000304,Caroline Harris,mtrevino@example.com,Premium,South,Mali,2019-04-24
CUST_000305,Jennifer Acevedo,eking@example.org,Premium,North,Korea,2020-01-29
CUST_000306,Curtis Hale,george12@example.org,Premium,South,Colombia,2022-09-28
CUST_000307,Stephanie Robinson,collin00@example.org,Budget,East,Cocos (Keeling) Islands,2018-10-11
CUST_000308,Roger Martin,jeremiah38@example.net,Budget,West,Ecuador,2023-03-12
CUST_000309,Jessica Delgado,luisroberts@example.org,Premium,West,Brazil,2020-04-01
CUST_000310,Nancy Valenzuela,louis72@example.com,Budget,North,Rwanda,2021-08-06
CUST_000311,Lisa Garza,twoods@example.org,Premium,West,New Caledonia,2022-09-11
CUST_000312,Thomas Aguilar,ballanthony@example.com,Budget,West,Ukraine,2019-04-19
